airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,09:20,1155,1.0,No Info,14178
Indigo,2019-04-21,Kolkata,Banglore,20:20:00,22:55,155,0.0,No Info,4804
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,09:20,730,1.0,No Info,14388
Vistara,2019-03-15,Delhi,Cochin,14:55:00,17:50,175,0.0,No Info,6688
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,16:10,550,1.0,No Info,26890
Multiple Carriers,2019-06-01,Delhi,Cochin,11:25:00,19:15,470,1.0,No Info,8937
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,04:25,1225,1.0,In-flight meal not included,12373
Jet Airways,2019-04-21,Banglore,Delhi,11:10:00,14:05,175,0.0,No Info,7229
Air India,2019-03-01,Banglore,New Delhi,06:45:00,11:10,1705,2.0,No Info,20999
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,04:25,655,1.0,In-flight meal not included,12898
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,12:35,1355,1.0,In-flight meal not included,10262
Indigo,2019-06-09,Delhi,Cochin,21:05:00,00:20,195,0.0,No Info,6015
Air India,2019-03-01,Banglore,New Delhi,05:50:00,09:15,1645,1.0,No Info,13439
Air India,2019-03-01,Delhi,Cochin,23:00:00,19:15,1215,1.0,No Info,27430
Spicejet,2019-05-24,Mumbai,Hyderabad,22:45:00,00:15,90,0.0,No Info,2017
Multiple Carriers,2019-05-09,Delhi,Cochin,10:35:00,19:00,505,1.0,No Info,9103
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,05:05,1265,1.0,No Info,14815
Multiple Carriers,2019-03-27,Delhi,Cochin,07:30:00,19:15,705,1.0,No Info,8371
Indigo,2019-03-09,Chennai,Kolkata,05:15:00,07:35,140,0.0,No Info,6482
Air India,2019-06-15,Delhi,Cochin,09:00:00,19:15,615,1.0,No Info,10454
Multiple Carriers,2019-05-21,Delhi,Cochin,18:00:00,01:30,450,1.0,No Info,7888
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35,910,2.0,No Info,13292
Spicejet,2019-03-01,Kolkata,Banglore,06:55:00,09:35,160,0.0,No Info,4622
Air India,2019-05-09,Delhi,Cochin,10:55:00,19:15,500,2.0,No Info,11753
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,18:50,1415,1.0,In-flight meal not included,14053
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,04:25,1105,1.0,In-flight meal not included,11627
Spicejet,2019-06-09,Kolkata,Banglore,11:15:00,18:30,435,1.0,No Info,9946
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:35,1210,2.0,No Info,11432
Multiple Carriers,2019-06-24,Delhi,Cochin,14:55:00,22:30,455,1.0,In-flight meal not included,6093
Goair,2019-04-15,Delhi,Cochin,07:00:00,12:55,355,1.0,No Info,6195
Spicejet,2019-04-09,Delhi,Cochin,06:05:00,11:20,315,1.0,No Info,5351
Air India,2019-06-01,Banglore,Delhi,17:00:00,19:45,165,0.0,No Info,7171
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,18:15,1545,1.0,In-flight meal not included,10844
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25,1280,1.0,No Info,15025
Goair,2019-04-24,Banglore,Delhi,20:55:00,23:40,165,0.0,No Info,3419
Air India,2019-06-12,Delhi,Cochin,09:45:00,08:15,1350,1.0,No Info,8991
Spicejet,2019-04-15,Delhi,Cochin,06:05:00,11:20,315,1.0,No Info,5583
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,19:00,1325,1.0,In-flight meal not included,10262
Air India,2019-06-09,Kolkata,Banglore,09:10:00,13:15,245,1.0,No Info,8996
Goair,2019-05-15,Delhi,Cochin,14:25:00,19:35,310,1.0,No Info,10188
Air India,2019-06-27,Delhi,Cochin,17:20:00,09:25,965,1.0,No Info,7480
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35,160,0.0,No Info,3311
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10,175,0.0,In-flight meal not included,5769
Indigo,2019-03-27,Kolkata,Banglore,05:30:00,08:20,170,0.0,No Info,4148
Multiple Carriers,2019-06-06,Delhi,Cochin,08:45:00,19:00,615,1.0,No Info,12524
Indigo,2019-03-15,Banglore,New Delhi,13:00:00,15:50,170,0.0,No Info,6144
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20,1155,1.0,In-flight meal not included,8529
Multiple Carriers,2019-06-06,Delhi,Cochin,08:00:00,19:00,660,1.0,No Info,12192
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:20,535,2.0,No Info,8366
Indigo,2019-03-09,Delhi,Cochin,07:30:00,21:00,810,1.0,No Info,12351
Indigo,2019-06-21,Chennai,Kolkata,19:35:00,21:55,140,0.0,No Info,3597
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50,535,1.0,No Info,17024
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,00:45,640,1.0,In-flight meal not included,13502
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,19:00,520,1.0,No Info,9794
Jet Airways,2019-05-21,Delhi,Cochin,08:00:00,04:25,1225,1.0,In-flight meal not included,12898
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,09:45,1450,1.0,No Info,13067
Indigo,2019-06-12,Banglore,Delhi,07:10:00,10:05,175,0.0,No Info,4823
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,12:35,1100,1.0,In-flight meal not included,10262
