airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,19:10,575,1.0,No Info,13067
Air India,2019-03-01,Banglore,New Delhi,17:00:00,23:10,370,1.0,No Info,11628
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,12:35,620,1.0,No Info,15851
Air India,2019-05-27,Delhi,Cochin,17:15:00,07:40,865,2.0,No Info,13879
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00,1425,1.0,In-flight meal not included,10262
Air India,2019-04-01,Banglore,Delhi,06:10:00,08:55,165,0.0,No Info,5176
Air India,2019-05-06,Chennai,Kolkata,11:40:00,13:55,135,0.0,No Info,4667
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40,150,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-15,Delhi,Cochin,09:45:00,22:30,765,1.0,No Info,9646
Air Asia,2019-06-12,Kolkata,Banglore,22:40:00,10:40,720,1.0,No Info,5192
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,09:45,1005,1.0,No Info,14151
Air Asia,2019-03-27,Delhi,Cochin,07:55:00,13:10,315,1.0,No Info,6151
Jet Airways,2019-05-15,Delhi,Cochin,02:15:00,12:35,620,1.0,In-flight meal not included,12373
Spicejet,2019-05-24,Kolkata,Banglore,11:35:00,18:50,435,1.0,No Info,8479
Indigo,2019-03-15,Banglore,New Delhi,07:30:00,12:20,290,1.0,No Info,6114
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,04:40,730,1.0,No Info,13731
Air India,2019-06-27,Delhi,Cochin,12:00:00,07:40,1180,2.0,No Info,9653
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,19:15,375,1.0,No Info,16108
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,22:25,870,1.0,No Info,6152
Multiple Carriers,2019-06-24,Delhi,Cochin,06:40:00,19:00,740,1.0,No Info,10877
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,19:25,710,1.0,No Info,5192
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35,425,1.0,No Info,14781
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,19:50,1430,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:15,860,1.0,No Info,7155
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30,85,0.0,In-flight meal not included,4160
Spicejet,2019-06-03,Kolkata,Banglore,06:55:00,09:30,155,0.0,No check-in baggage included,3841
Spicejet,2019-06-21,Mumbai,Hyderabad,22:45:00,00:15,90,0.0,No Info,2017
Multiple Carriers,2019-06-27,Delhi,Cochin,11:30:00,21:00,570,1.0,No Info,13587
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,11:25,990,1.0,In-flight meal not included,11087
Air Asia,2019-04-18,Kolkata,Banglore,22:50:00,01:20,150,0.0,No Info,4409
Indigo,2019-05-15,Delhi,Cochin,05:05:00,12:10,425,1.0,No Info,6818
Vistara,2019-03-21,Banglore,New Delhi,06:40:00,21:55,915,1.0,No Info,6065
Spicejet,2019-05-18,Kolkata,Banglore,09:00:00,11:25,145,0.0,No Info,4491
Spicejet,2019-04-24,Kolkata,Banglore,06:55:00,09:30,155,0.0,No check-in baggage included,3841
Air India,2019-05-18,Delhi,Cochin,21:00:00,07:40,640,1.0,No Info,8372
Air Asia,2019-03-21,Delhi,Cochin,20:10:00,07:10,660,1.0,No Info,6151
Indigo,2019-05-01,Banglore,Delhi,16:55:00,19:55,180,0.0,No Info,4823
Indigo,2019-05-18,Kolkata,Banglore,11:30:00,14:05,155,0.0,No Info,4804
Goair,2019-05-15,Delhi,Cochin,14:25:00,19:35,310,1.0,No Info,10188
Spicejet,2019-06-01,Kolkata,Banglore,14:55:00,17:25,150,0.0,No check-in baggage included,3841
Indigo,2019-03-18,Mumbai,Hyderabad,02:30:00,04:00,90,0.0,No Info,2754
Spicejet,2019-06-12,Delhi,Cochin,17:55:00,22:50,295,1.0,No Info,4957
Air India,2019-03-24,Kolkata,Banglore,20:30:00,12:30,960,1.0,No Info,12173
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,13:20,375,1.0,No Info,17267
Multiple Carriers,2019-03-09,Delhi,Cochin,07:30:00,19:45,735,1.0,No Info,12615
Spicejet,2019-04-01,Banglore,Delhi,21:10:00,00:05,175,0.0,No check-in baggage included,3573
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,12:35,940,1.0,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,18:15,590,1.0,No Info,14781
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,09:05,1555,1.0,No Info,9502
Multiple Carriers,2019-06-27,Delhi,Cochin,18:15:00,01:30,435,1.0,No Info,13377
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,22:30,765,1.0,No Info,9646
Indigo,2019-03-01,Kolkata,Banglore,09:35:00,12:20,165,0.0,No Info,6565
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00,690,1.0,No Info,11264
Indigo,2019-04-21,Banglore,Delhi,18:55:00,21:50,175,0.0,No Info,4823
Indigo,2019-06-27,Delhi,Cochin,10:35:00,01:30,895,1.0,No Info,5684
Air India,2019-05-12,Kolkata,Banglore,19:00:00,11:05,965,1.0,No Info,6327
Jet Airways,2019-03-06,Delhi,Cochin,02:15:00,04:25,1570,1.0,No Info,17024
Spicejet,2019-05-18,Mumbai,Hyderabad,13:15:00,14:45,90,0.0,No Info,2227
Air India,2019-04-09,Delhi,Cochin,14:05:00,17:55,230,0.0,No Info,6724
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50,180,0.0,No Info,7229
Air India,2019-05-21,Kolkata,Banglore,10:00:00,23:15,795,1.0,No Info,11936
